id,name,korean_name,yearpublished,average,rating,weight,usersrated,recommended_players,thumbnail,rank
162886,Spirit Island,정령섬,2017,8.34013,8.14102,4.0771,59008.0,1|2|3|4,https://cf.geekdo-images.com/kjCm4ZvPjIZxS-mYgSPy1g__thumb/img/aUlIih2_R7P8IYKeyNl2heLQbu8=/fit-in/200x150/filters:strip_icc()/pic7013651.jpg,11
291457,Gloomhaven: Jaws of the Lion,글룸헤이븐: 사자의 턱,2020,8.38216,8.11857,3.6366,38730.0,1|2|3|4,https://cf.geekdo-images.com/_HhIdavYW-hid20Iq3hhmg__thumb/img/OMkN_E5eyWrkID_cHCnQEbIixGM=/fit-in/200x150/filters:strip_icc()/pic5055631.jpg,12
220308,Gaia Project,가이아 프로젝트,2017,8.35904,8.09484,4.4003,29906.0,1|2|3|4,https://cf.geekdo-images.com/hGWFm3hbMlCDsfCsauOQ4g__thumb/img/NNG7Ijyx4evp5gcVReis9i0koas=/fit-in/200x150/filters:strip_icc()/pic5375625.png,13
12333,Twilight Struggle,황혼의 투쟁,2005,8.23467,8.04966,3.6131,50954.0,2,https://cf.geekdo-images.com/pNCiUUphnoeWOYfsWq0kng__thumb/img/p7alNkNy8Avm8UISmhYHCiMz5bE=/fit-in/200x150/filters:strip_icc()/pic3530661.jpg,14
182028,Through the Ages: A New Story of Civilization,쓰루 디 에이지스: 새로운 인류 문명 발전 대서사시,2015,8.26085,8.03062,4.4396,33779.0,2|3|4,https://cf.geekdo-images.com/fVwPntkJKgaEo0rIC0RwpA__thumb/img/31usGlzlBReEFf60bcgbvDTjwCg=/fit-in/200x150/filters:strip_icc()/pic2663291.jpg,15
84876,The Castles of Burgundy,버건디의 성,2011,8.15192,8.02282,2.9728,66901.0,2|3|4,https://cf.geekdo-images.com/sH2YTQ10dHj1ibfS-KKtGA__thumb/img/f5zFXdTcH9RNY0iMNBppd8D-_r0=/fit-in/200x150/filters:strip_icc()/pic8745814.jpg,16
193738,Great Western Trail,그레이트 웨스턴 트레일,2016,8.16267,7.99196,3.6969,42870.0,2|3|4,https://cf.geekdo-images.com/u1l0gH7sb_vnvDvoO_QHqA__thumb/img/9lxFidyDb8j6D1vobx4e3UwZ-FI=/fit-in/200x150/filters:strip_icc()/pic4887376.jpg,17
246900,Eclipse: Second Dawn for the Galaxy,이클립스: 두 번째 여명,2020,8.40882,7.96747,3.655,16072.0,2|3|4|5|6,https://cf.geekdo-images.com/Oh3kHw6lweg6ru71Q16h2Q__thumb/img/e9XZdQe1ZcPpaq4Gy31OoWBB_V0=/fit-in/200x150/filters:strip_icc()/pic5235277.jpg,18
169786,Scythe,사이쓰,2016,8.11445,7.96226,3.4509,89907.0,1|2|3|4|5,https://cf.geekdo-images.com/7k_nOxpO9OGIjhLq2BUZdA__thumb/img/eQ69OEDdjYjfKg6q5Navee87skU=/fit-in/200x150/filters:strip_icc()/pic3163924.jpg,19
28720,Brass: Lancashire,브라스: 랭커셔,2007,8.19811,7.96117,3.8512,26430.0,2|3|4,https://cf.geekdo-images.com/tHVtPzu82mBpeQbbZkV6EA__thumb/img/AghH1bAEhqzvyRcP3cy5G-rz0So=/fit-in/200x150/filters:strip_icc()/pic3469216.jpg,20
295770,Frosthaven,프로스트헤이븐,2022,8.77145,7.95978,4.4082,9071.0,1|2|3|4,https://cf.geekdo-images.com/cwUgf-f-qwri8UHBUnifuQ__thumb/img/3o2Hc_N5mmfpOt8s9kP0ap8Jti8=/fit-in/200x150/filters:strip_icc()/pic5092291.png,21
173346,7 Wonders Duel,7 원더스 대결,2015,8.08379,7.95967,2.2263,103953.0,2,https://cf.geekdo-images.com/zdagMskTF7wJBPjX74XsRw__thumb/img/gV1-ckZSIC-dCxxpq1Y7GmPITzQ=/fit-in/200x150/filters:strip_icc()/pic2576399.jpg,22
167355,Nemesis,네메시스,2018,8.25433,7.94981,3.4817,34935.0,1|2|3|4|5,https://cf.geekdo-images.com/4KSmlm59w0GwLIlgDnJDAQ__thumb/img/P20AxSqNHOEM5qT_doqeeE7JAHQ=/fit-in/200x150/filters:strip_icc()/pic8211747.png,23
266507,Clank! Legacy: Acquisitions Incorporated,클랭크! 레거시: 전리품 주식회사,2019,8.51135,7.9449,2.7358,10704.0,2|3|4,https://cf.geekdo-images.com/hc2NDafu5c24iLJh_IZmyg__thumb/img/8TA1Gn7jERN4yhtXD-xBCGk-QfM=/fit-in/200x150/filters:strip_icc()/pic4885780.png,24
177736,A Feast for Odin,오딘을 위하여,2016,8.16672,7.94415,3.8619,31739.0,1|2|3|4,https://cf.geekdo-images.com/s9oGMCo1fcfV4Dk3EnqLZw__thumb/img/AKxMMz2DTbBrEynhDROla8fdjJ4=/fit-in/200x150/filters:strip_icc()/pic3146943.png,25
124361,Concordia,콩코르디아,2013,8.08398,7.93253,2.9883,43488.0,2|3|4|5,https://cf.geekdo-images.com/CzwSm8i7tkLz6cBnrILZBg__thumb/img/ESPSltYYSFK-aJw6jOTdQrJGpOc=/fit-in/200x150/filters:strip_icc()/pic3453267.jpg,26
341169,Great Western Trail: Second Edition,그레이트 웨스턴 트레일 (2판),2021,8.28293,7.9044,3.7082,16161.0,1|2|3|4,https://cf.geekdo-images.com/gDn7AhrDlmfCLSz9ZqoNFQ__thumb/img/0pt6XrFHTXpNetwMo9rdY7PdhfQ=/fit-in/200x150/filters:strip_icc()/pic5988511.jpg,27
312484,Lost Ruins of Arnak,아르낙의 잊혀진 유적,2020,8.07197,7.9033,2.9316,52122.0,1|2|3|4,https://cf.geekdo-images.com/6GqH14TJJhza86BX5HCLEQ__thumb/img/J8SVmGOJXZGxNjkT3xYNQU7Haxg=/fit-in/200x150/filters:strip_icc()/pic5674958.jpg,28
205637,Arkham Horror: The Card Game,아컴 호러: 카드 게임,2016,8.12586,7.89769,3.5614,46309.0,1|2,https://cf.geekdo-images.com/B5F5ulz0UivNgrI9Ky0euA__thumb/img/L8ouPl5jv2Ye9MC4R_Os2zSGigE=/fit-in/200x150/filters:strip_icc()/pic3122349.jpg,29
237182,Root,루트,2018,8.06975,7.88335,3.83,59532.0,3|4,https://cf.geekdo-images.com/JUAUWaVUzeBgzirhZNmHHw__thumb/img/ACovMZzGGIsBRyEQXFnsT8282NM=/fit-in/200x150/filters:strip_icc()/pic4254509.jpg,30
421006,The Lord of the Rings: Duel for Middle-earth,반지의 제왕: 가운데땅에서의 대결,2024,8.37288,7.87795,2.065,13110.0,2,https://cf.geekdo-images.com/EybxJlUc9rz7F7HVFLqsdw__thumb/img/rojFW0-h-bteedVG4aJXG1x7V0o=/fit-in/200x150/filters:strip_icc()/pic8378939.jpg,31
192135,Too Many Bones,투 매니 본즈,2017,8.31503,7.87174,3.865,15929.0,1|2|3|4,https://cf.geekdo-images.com/wKwRk0wYBcrtLAfgn4PCdg__thumb/img/mJNzYNKvYWDlaaD12V32BJ453d0=/fit-in/200x150/filters:strip_icc()/pic6624445.png,32
120677,Terra Mystica,테라 미스티카,2012,8.03875,7.86833,3.9757,49974.0,2|3|4|5,https://cf.geekdo-images.com/bre12I1YiXkZr7elvriz4A__thumb/img/GW-ip0dfeAee7KQqJ04SRZxF1lg=/fit-in/200x150/filters:strip_icc()/pic5375624.jpg,33
373106,Sky Team,스카이 팀,2023,8.15325,7.86764,2.042,23830.0,2,https://cf.geekdo-images.com/uXMeQzNenHb3zK7Hoa6b2w__thumb/img/WyPClajMWU9lV5BdCXiZnqdZgmU=/fit-in/200x150/filters:strip_icc()/pic7398904.jpg,34
266192,Wingspan,윙스팬,2019,8.01339,7.86175,2.4729,105919.0,1|2|3|4,https://cf.geekdo-images.com/yLZJCVLlIx4c7eJEWUNJ7w__thumb/img/VNToqgS2-pOGU6MuvIkMPKn_y-s=/fit-in/200x150/filters:strip_icc()/pic4458123.jpg,35
164928,Orléans,오를레앙,2014,8.04835,7.86113,3.0146,34176.0,2|3|4,https://cf.geekdo-images.com/nagl1li6kYt9elV9jbfVQw__thumb/img/ykeqdM_Naz4IiqOgyB1arzteOiU=/fit-in/200x150/filters:strip_icc()/pic6228507.jpg,36
338960,Slay the Spire: The Board Game,슬레이 더 스파이어: 보드게임,2024,8.68831,7.85894,2.9119,8267.0,1|2|3|4,https://cf.geekdo-images.com/PQzVclEoOQ_wr4e1V86kxA__thumb/img/cpmsSDagE5RvQ1ERXl-fMJIaUUg=/fit-in/200x150/filters:strip_icc()/pic8157856.png,37
418059,SETI: Search for Extraterrestrial Intelligence,세티: 외계 지성체를 찾아서,2024,8.39387,7.85635,3.7885,12167.0,1|2|3|4,https://cf.geekdo-images.com/_BUXOVRDU9g_eRwgpR5ZZw__thumb/img/icamIZ4nP3HHH3vczZqTr1hQgKY=/fit-in/200x150/filters:strip_icc()/pic8160466.jpg,38
96848,Mage Knight Board Game,,2011,8.08044,7.84217,4.3723,34533.0,1|2|3,https://cf.geekdo-images.com/DUO2hz9AlLOH8p9ED-lCWg__thumb/img/0bWDfnjzYebauQZrHmjyHkuUttI=/fit-in/200x150/filters:strip_icc()/pic1083380.jpg,39
251247,Barrage,버라지,2019,8.14443,7.84111,4.1186,20259.0,2|3|4,https://cf.geekdo-images.com/jEPmWvvYpqkWrKOzqIHFsg__thumb/img/kMLIpeqA6UcUvQg2AdMwwQoEIfU=/fit-in/200x150/filters:strip_icc()/pic4336469.png,40
324856,The Crew: Mission Deep Sea,딥 씨 크루: 심해에서의 임무,2021,8.07847,7.82068,2.0387,22790.0,3|4|5,https://cf.geekdo-images.com/VuBqZ1sMaDAVVHF_OEJP4g__thumb/img/EdacXlcFZ06YK0-ZKa0oKwL4VCw=/fit-in/200x150/filters:strip_icc()/pic5988903.jpg,41
199792,Everdell,에버델,2018,7.99648,7.82063,2.827,63659.0,1|2|3|4,https://cf.geekdo-images.com/fjE7V5LNq31yVEW_yuqI-Q__thumb/img/Cf_mYxR_VvdjTEPXseSurni2JNI=/fit-in/200x150/filters:strip_icc()/pic3918905.png,42
183394,Viticulture Essential Edition,비티컬처 에센셜 에디션,2015,7.96847,7.81808,2.8937,52978.0,1|2|3|4|5,https://cf.geekdo-images.com/l_PRU2lVlX9seScRFcvFlA__thumb/img/pULDtVd75QZgGfvSMhr6Rs07vK8=/fit-in/200x150/filters:strip_icc()/pic6500949.jpg,43
321608,Hegemony: Lead Your Class to Victory,,2023,8.41655,7.81153,4.2258,10264.0,2|3|4,https://cf.geekdo-images.com/DCLgJlrvB-EqL6A3WgQLMQ__thumb/img/9yp6ANJx6cqdQqQ6hkNr3zA88vw=/fit-in/200x150/filters:strip_icc()/pic5715770.jpg,44
366013,Heat: Pedal to the Metal,히트: 질주의 열기,2022,8.01355,7.79508,2.1979,34652.0,1|2|3|4|5|6,https://cf.geekdo-images.com/-vOrd4bOspibyohYExLqWg__thumb/img/2GbaKvYOzWIxfgbYTk2R9puiyzo=/fit-in/200x150/filters:strip_icc()/pic6940449.png,45
285774,Marvel Champions: The Card Game,마블 챔피언스: 카드 게임,2019,8.11209,7.79186,2.9472,26413.0,1|2|3,https://cf.geekdo-images.com/kRvUgYiaOq07kC67ZK5UoQ__thumb/img/SDNWntiB06KhAINl06CDPkoipDc=/fit-in/200x150/filters:strip_icc()/pic4900321.jpg,46
521,Crokinole,크로키놀,1876,8.05602,7.79016,1.2233,20077.0,2|4,https://cf.geekdo-images.com/DOwZ7_Q1w68iBhARcDAxig__thumb/img/nkY1mEj6fItSXJHctfzFcRIcDT0=/fit-in/200x150/filters:strip_icc()/pic8549797.jpg,47
284378,Kanban EV,칸반 EV,2020,8.38912,7.78921,4.3004,9315.0,1|2|3|4,https://cf.geekdo-images.com/L2Wn-zUqkcHgqvwvY212Ig__thumb/img/RQunBacBw949DkYBgzoS5YaXgJo=/fit-in/200x150/filters:strip_icc()/pic4924232.jpg,48
175914,Food Chain Magnate,푸드 체인 매그네이트,2015,8.04175,7.78015,4.1889,22070.0,2|3|4|5,https://cf.geekdo-images.com/Wtxml94LAXsIWQCxGPS63Q__thumb/img/LKU2KoMev222qUIKyNqaCF_ZLPY=/fit-in/200x150/filters:strip_icc()/pic2649434.png,49
247763,Underwater Cities,언더워터 시티즈,2018,8.04436,7.77508,3.5812,21781.0,1|2|3,https://cf.geekdo-images.com/PwOwTVHovJAUQgghnGqCOg__thumb/img/1gGYiRBx7W4wyLy826EHGTdjsKA=/fit-in/200x150/filters:strip_icc()/pic4837710.png,50
256960,Pax Pamir: Second Edition,팍스 파미르,2019,8.13923,7.77411,3.8473,16423.0,1|2|3|4|5,https://cf.geekdo-images.com/oSM_AuKYfGIwOtKbVEsoVg__thumb/img/NyoufH5YBFCh1rKy4uy76bR4ITk=/fit-in/200x150/filters:strip_icc()/pic4503733.png,51
3076,Puerto Rico,푸에르토 리코,2002,7.9026,7.76044,3.2685,73075.0,2|3|4|5,https://cf.geekdo-images.com/QFiIRd2kimaMqTyWsX0aUg__thumb/img/5fLo89ChZH6Wzukk36bhZ-EpBS0=/fit-in/200x150/filters:strip_icc()/pic158548.jpg,52
253344,Cthulhu: Death May Die,크툴루: 죽음마저 죽으리니,2019,8.18769,7.75451,2.4849,15506.0,1|2|3|4,https://cf.geekdo-images.com/e8D09pfFsUsoX1D81EeoZg__thumb/img/j03wBmZg1Kp5QaaIu9p-O8XRqeU=/fit-in/200x150/filters:strip_icc()/pic4705171.jpg,53
295947,Cascadia,캐스캐디아,2021,7.91198,7.7493,1.8497,49521.0,1|2|3|4,https://cf.geekdo-images.com/MjeJZfulbsM1DSV3DrGJYA__thumb/img/tVSFjSxYEcw7sKj3unIIQV8kxoc=/fit-in/200x150/filters:strip_icc()/pic5100691.jpg,54
184267,On Mars,온 마스,2020,8.16965,7.74499,4.6297,14098.0,1|2|3|4,https://cf.geekdo-images.com/Nm0Iw8NoiM9V8IsifimGBw__thumb/img/4GFbhkEWyIublXmikE2Tep6wSIQ=/fit-in/200x150/filters:strip_icc()/pic4357658.jpg,55
314040,Pandemic Legacy: Season 0,팬데믹 레거시: 시즌 0,2020,8.35482,7.74389,3.1676,8943.0,2|3|4,https://cf.geekdo-images.com/y0x1zbkpUXjddzWWnhekYw__thumb/img/hj0jDCs-hKfkgqG-oOWu-kM-I6E=/fit-in/200x150/filters:strip_icc()/pic5581457.jpg,56
102794,Caverna: The Cave Farmers,카베르나: 동굴 속 농부들,2013,7.93064,7.7436,3.7738,36522.0,1|2|3|4|5,https://cf.geekdo-images.com/EAqbd46lFxo-7GumlO8U4w__thumb/img/g-qxFyjgqn7kwH3erf3jhmgYaIU=/fit-in/200x150/filters:strip_icc()/pic5598833.jpg,57
185343,Anachrony,아나크로니,2017,8.05201,7.74112,3.9991,20603.0,1|2|3|4,https://cf.geekdo-images.com/31quLNzteInnevVRAABoow__thumb/img/a0G93aMOKp3_mmnCURYWuZd210U=/fit-in/200x150/filters:strip_icc()/pic3499707.jpg,58
383179,Age of Innovation,혁신의 시대,2023,8.5177,7.74022,4.262,7147.0,1|2|3|4|5,https://cf.geekdo-images.com/D1vrcFEptCEoD8Z6s_iRfw__thumb/img/0yBK_DMaSgRVrp2fGuNPgb0Jo7w=/fit-in/200x150/filters:strip_icc()/pic7430993.jpg,59
170216,Blood Rage,블러드 레이지,2015,7.90808,7.7343,2.8833,50259.0,3|4,https://cf.geekdo-images.com/HkZSJfQnZ3EpS214xtuplg__thumb/img/NLhVdU8xazrgS5dA6nVCYmN2DNI=/fit-in/200x150/filters:strip_icc()/pic2439223.jpg,60
31260,Agricola,아그리콜라,2007,7.86298,7.73278,3.6346,75349.0,1|2|3|4|5,https://cf.geekdo-images.com/dDDo2Hexl80ucK1IlqTk-g__thumb/img/GHGdnCfeysoP_34gLnofJcNivW8=/fit-in/200x150/filters:strip_icc()/pic831744.jpg,61
251661,Oathsworn: Into the Deepwood,,2022,8.82068,7.72358,3.6863,6210.0,1|2|3|4,https://cf.geekdo-images.com/dezQ4YjF03lZVxTdI-UJYw__thumb/img/ddtxNyNC1fPEi5M-uc-dQyNovws=/fit-in/200x150/filters:strip_icc()/pic6863204.jpg,62
161533,Lisboa,리스보아,2017,8.17361,7.71198,4.5703,12266.0,1|2|3|4,https://cf.geekdo-images.com/OrHS8_a1CqSGiXeTfCk0Wg__thumb/img/ZBTT0qZcD5HMFlhFN7PLMe6zXvg=/fit-in/200x150/filters:strip_icc()/pic3209553.jpg,63
255984,Sleeping Gods,슬리핑 갓즈,2021,8.12987,7.71012,3.2526,14680.0,1|2|3,https://cf.geekdo-images.com/Zdt8l4oTBpFICsMyNof7Jg__thumb/img/71w4Tt3xOnuDEDTCG8ni63QUhVE=/fit-in/200x150/filters:strip_icc()/pic5975244.png,64
231733,Obsession,업세션,2018,8.09001,7.70909,3.0976,16097.0,1|2|3|4,https://cf.geekdo-images.com/sy89BiuZXfbSnG7Cag9tBQ__thumb/img/eTnMwfCC2jCGDPXC08SIaMXNOTM=/fit-in/200x150/filters:strip_icc()/pic5902073.png,65
182874,Grand Austria Hotel,그랜드 오스트리아 호텔,2015,7.95855,7.7076,3.2015,23576.0,2|3,https://cf.geekdo-images.com/GlCmHjdLwv3SqSjv52ToGw__thumb/img/WXzXZh50EGKd1U2fg75fCbFIL_8=/fit-in/200x150/filters:strip_icc()/pic6966955.jpg,66
365717,Clank!: Catacombs,클랭크!: 카타콤,2022,8.2496,7.70404,2.5,10673.0,2|3|4,https://cf.geekdo-images.com/cCLn9Mvb7jRSaZzHeUXhoQ__thumb/img/B8BFQLR2Po3ekI_7XSG1kR9oil0=/fit-in/200x150/filters:strip_icc()/pic6937913.jpg,67
221107,Pandemic Legacy: Season 2,팬데믹 레거시: 시즌2,2017,8.01878,7.70173,3.2478,17823.0,2|3|4,https://cf.geekdo-images.com/Qtkb-UTvHa0-kxt_MK1nKw__thumb/img/MfKsnJUTx9IQV-o12Fahxx5IaDQ=/fit-in/200x150/filters:strip_icc()/pic3763549.jpg,68
205059,Mansions of Madness: Second Edition,광기의 저택,2016,7.92427,7.6898,2.7002,39003.0,1|2|3|4|5,https://cf.geekdo-images.com/LIooA9bTdjnE9qmhjL-UFw__thumb/img/kwaa7aI2sMeyWV5JSRKcKrS5hC8=/fit-in/200x150/filters:strip_icc()/pic3118622.jpg,69
126163,Tzolk'in: The Mayan Calendar,촐킨: 마야의 달력,2012,7.84957,7.68812,3.6644,41358.0,2|3|4,https://cf.geekdo-images.com/kXf7mDyDYuHg6oe8yTUIEA__thumb/img/or9mAn4ClljY_wO_zvsLJDqs9tU=/fit-in/200x150/filters:strip_icc()/pic4604439.jpg,70
2651,Power Grid,파워그리드 재충전,2004,7.80144,7.68616,3.2488,68075.0,3|4|5|6,https://cf.geekdo-images.com/yd6LuatytHRhcFCxCf-EEg__thumb/img/jWTonZ5oYNlPzpELKHIJGWSS0Y8=/fit-in/200x150/filters:strip_icc()/pic4459753.jpg,71
414317,Harmonies,하모니즈,2024,8.02619,7.68345,2.0034,20229.0,1|2|3|4,https://cf.geekdo-images.com/A_XP2_VN3ugyqPhezowB_w__thumb/img/ln5eKAzhse2PIHvWn7bu-jiW_uk=/fit-in/200x150/filters:strip_icc()/pic8026369.png,72
390092,Ticket to Ride Legacy: Legends of the West,,2023,8.67039,7.67648,2.5818,5327.0,3|4|5,https://cf.geekdo-images.com/2H0pJddVJA3r6btqRNLG1g__thumb/img/scMQ04r1admTpyvH91g9DbZEncg=/fit-in/200x150/filters:strip_icc()/pic7541330.png,73
244521,Quacks,크베들린부르크의 돌팔이 약장수,2018,7.80815,7.67091,1.9397,55896.0,2|3|4,https://cf.geekdo-images.com/B1bLRWzTASZ-xx9NoAE79A__thumb/img/deG3pr-ORZ3JrGvQA-oQNrwh0l0=/fit-in/200x150/filters:strip_icc()/pic8780293.png,74
216132,Clans of Caledonia,클랜 오브 칼레도니아,2017,7.93432,7.6683,3.468,21657.0,1|2|3|4,https://cf.geekdo-images.com/SPuwc6RJ6y4PnTH36Pegsg__thumb/img/M_6Yxp0A_NbebWk3Mepinsm96WI=/fit-in/200x150/filters:strip_icc()/pic3511783.png,75
266810,Paladins of the West Kingdom,서쪽 왕국의 성기사,2019,7.96296,7.66667,3.7138,19611.0,1|2|3,https://cf.geekdo-images.com/4nhokcLdYoo6ulbZ1rmGgA__thumb/img/1gEbke_bKTA6D2jjpPm1HowGGHM=/fit-in/200x150/filters:strip_icc()/pic4462987.png,76
35677,Le Havre,르 아브르,2008,7.83781,7.66505,3.7088,33129.0,1|2|3|4,https://cf.geekdo-images.com/y7Rqd3S6J7vyVhicR1bqTQ__thumb/img/w1iHoYZCVTDZI6gsPuxOScA7FqU=/fit-in/200x150/filters:strip_icc()/pic6091101.jpg,77
125153,The Gallerist,더 갤러리스트,2015,8.01092,7.66466,4.2184,15859.0,1|2|3|4,https://cf.geekdo-images.com/ie1GSt1XV04sXQXt-3O1UQ__thumb/img/O0H84AvXp139U865gRLGiAo9-gA=/fit-in/200x150/filters:strip_icc()/pic2503200.png,78
164153,Star Wars: Imperial Assault,,2014,7.95745,7.6583,3.3007,25493.0,2|3|4|5,https://cf.geekdo-images.com/pIQ_MXvaoARRp1loCHJuHg__thumb/img/AD5YvNSUaVvITmtQb1-b01VuBbs=/fit-in/200x150/filters:strip_icc()/pic2247647.jpg,79
276025,Maracaibo,마라카이보,2019,7.96756,7.658,3.9143,17997.0,1|2|3|4,https://cf.geekdo-images.com/rMNa0k05zMdKgSEp26Q3Tw__thumb/img/lVlnhYyxlZb3WuKZJHLoJcFHEjs=/fit-in/200x150/filters:strip_icc()/pic4917407.jpg,80
124742,Android: Netrunner,안드로이드 넷러너,2012,7.88985,7.65625,3.4135,30940.0,2,https://cf.geekdo-images.com/2ewHIIG_TRq8bYlqk0jIMw__thumb/img/IJaOyyQ7Y59tW6nbKbjTMTFt-Ls=/fit-in/200x150/filters:strip_icc()/pic3738560.jpg,81
371942,The White Castle,백로성,2023,7.99426,7.64932,3.0391,17916.0,1|2|3|4,https://cf.geekdo-images.com/qXT1U-nFh9PE8ujfdmI7dA__thumb/img/ru1l95gdKNXSsByDglE9Xxgu0kE=/fit-in/200x150/filters:strip_icc()/pic7754663.jpg,82
200680,Agricola (Revised Edition),아그리콜라 (개정판),2016,7.95371,7.64681,3.443,20129.0,1|2|3|4,https://cf.geekdo-images.com/YCGWJMFwOI5efji2RJ2mSw__thumb/img/h_Rp2XYqaNElM2hrYxUSzMxRRgM=/fit-in/200x150/filters:strip_icc()/pic8093340.jpg,83
209010,Mechs vs. Minions,메크 vs 미니언,2016,7.96005,7.63959,2.4567,18025.0,2|3|4,https://cf.geekdo-images.com/n4J5LebMj0DQD016qW7ABw__thumb/img/Nbu-AYVIop-1yvVfs5zjKowtlEQ=/fit-in/200x150/filters:strip_icc()/pic3184103.jpg,84
284083,The Crew: The Quest for Planet Nine,스페이스 크루: 9번째 행성을 찾아서,2019,7.77079,7.63173,1.96,46243.0,3|4|5,https://cf.geekdo-images.com/98LnQShydr11OBKS46xY-Q__thumb/img/et-fnuozyOdBOVL-5kSS3_7I8fw=/fit-in/200x150/filters:strip_icc()/pic5687013.jpg,85
240980,Blood on the Clocktower,,2022,8.37272,7.63113,3.0518,9014.0,7|8|9|10|11|12|13|14|15|16,https://cf.geekdo-images.com/HINb2nkFn5IiZxAlzQIs4g__thumb/img/cRCX-PIROiSFG5aLvwkn2O7tHsg=/fit-in/200x150/filters:strip_icc()/pic7009391.jpg,86
55690,Kingdom Death: Monster,,2015,8.47951,7.62919,4.2739,10155.0,1|2|3|4,https://cf.geekdo-images.com/LenzJBOHboAGU0cUIqAZPQ__thumb/img/Z3yFJIp9rmSmcGoTiqGeTkKCnQU=/fit-in/200x150/filters:strip_icc()/pic2931007.jpg,87
380607,Great Western Trail: New Zealand,,2023,8.50184,7.62606,4.0069,5756.0,1|2|3|4,https://cf.geekdo-images.com/X4KaD6ADLW1ohOznNay7xg__thumb/img/iCWpe4ydO3Rtu6yBjn01eQ97xLc=/fit-in/200x150/filters:strip_icc()/pic7350809.png,88
28143,Race for the Galaxy,레이스 포 더 갤럭시,2007,7.73927,7.62165,2.9919,57749.0,2|3|4,https://cf.geekdo-images.com/-DOqixs8uwKUvvWPKI4f9w__thumb/img/xLs-ldTPwaADbvzkOpF0sgWzwck=/fit-in/200x150/filters:strip_icc()/pic5261714.jpg,89
230802,Azul,아줄 미니,2017,7.7258,7.61656,1.7737,101917.0,2|3|4,https://cf.geekdo-images.com/aPSHJO0d0XOpQR5X-wJonw__thumb/img/ccsXKrdGJw-YSClWwzVUwk5Nh9Y=/fit-in/200x150/filters:strip_icc()/pic6973671.png,90
